"caseid","weight","BIGFIVE_1","BIGFIVE_2","BIGFIVE_3","BIGFIVE_4","BIGFIVE_5","BIGFIVE_6","BIGFIVE_7","BIGFIVE_8","BIGFIVE_9","BIGFIVE_10","BIGFIVE_11","BIGFIVE_12","BIGFIVE_13","BIGFIVE_14","BIGFIVE_15","BIGFIVE_16","BIGFIVE_17","BIGFIVE_18","BIGFIVE_19","BIGFIVE_20","BIGFIVE_21","BIGFIVE_22","BIGFIVE_23","BIGFIVE_24","BIGFIVE_25","BIGFIVE_26","BIGFIVE_27","BIGFIVE_28","BIGFIVE_29","BIGFIVE_30","BIGFIVE_31","BIGFIVE_32","BIGFIVE_33","BIGFIVE_34","BIGFIVE_35","BIGFIVE_36","BIGFIVE_37","BIGFIVE_38","BIGFIVE_39","BIGFIVE_40","BIGFIVE_41","BIGFIVE_42","BIGFIVE_43","BIGFIVE_44","BIGFIVE_45","BIGFIVE_46","BIGFIVE_47","BIGFIVE_48","BIGFIVE_49","BIGFIVE_50","BIGFIVE_51","BIGFIVE_52","BIGFIVE_53","BIGFIVE_54","BIGFIVE_55","BIGFIVE_56","BIGFIVE_57","BIGFIVE_58","BIGFIVE_59","BIGFIVE_60","BIGFIVE_61","BIGFIVE_62","BIGFIVE_63","BIGFIVE_64","BIGFIVE_65","BIGFIVE_66","BIGFIVE_67","BIGFIVE_68","BIGFIVE_69","BIGFIVE_70","BIGFIVE_71","BIGFIVE_72","BIGFIVE_73","BIGFIVE_74","BIGFIVE_75","BIGFIVE_76","BIGFIVE_77","BIGFIVE_78","BIGFIVE_79","BIGFIVE_80","BIGFIVE_81","BIGFIVE_82","BIGFIVE_83","BIGFIVE_84","BIGFIVE_85","BIGFIVE_86","BIGFIVE_87","BIGFIVE_88","BIGFIVE_89","BIGFIVE_90","BIGFIVE_91","BIGFIVE_92","BIGFIVE_93","BIGFIVE_94","BIGFIVE_95","BIGFIVE_96","BIGFIVE_97","BIGFIVE_98","BIGFIVE_99","BIGFIVE_100","birthyr","gender","race","educ","marstat","employ","faminc_new","pid3","pid7","inputstate","inputzip","votereg","ideo5","newsint","presvote16post","religpew","pew_churatd","pew_bornagain","pew_religimp","pew_prayer","starttime","endtime"
392232631,0.951192081845592,5,4,4,1,5,4,1,1,1,5,2,3,1,1,4,3,3,1,2,1,5,4,4,1,4,4,2,1,1,1,4,1,4,1,4,4,2,1,1,1,3,3,5,4,5,5,3,1,3,2,1,2,5,1,4,4,3,1,3,4,5,4,3,3,5,5,2,1,1,2,4,4,5,1,4,4,2,1,1,1,5,1,5,1,4,4,3,1,1,3,4,1,5,1,4,5,3,1,2,2,1957,1,1,2,3,1,4,2,7,4,"85018",1,4,1,2,2,3,2,1,1,2018-06-09 18:21:02,2018-06-09 18:31:07
392153346,0.878247463380941,2,4,3,3,4,4,3,2,2,4,4,2,4,4,4,2,3,3,4,2,4,4,4,3,4,4,4,3,2,2,3,4,4,1,4,4,5,2,2,2,4,2,2,5,4,3,3,2,4,2,1,2,4,4,4,3,2,3,3,3,4,4,3,2,4,4,3,2,3,2,3,4,5,4,4,4,2,2,3,2,3,5,4,4,4,3,4,2,3,3,2,3,3,3,4,4,4,2,4,2,1962,1,1,2,1,1,14,2,7,27,"55420",1,5,1,2,2,2,2,1,2,2018-06-09 18:12:42,2018-06-09 18:36:08
392079464,0.818283889830488,2,1,2,5,5,2,1,1,1,2,5,1,5,5,4,1,5,5,3,1,4,5,5,3,5,5,5,1,5,1,5,1,3,4,5,5,5,1,3,4,5,3,2,5,4,5,5,1,5,1,1,1,4,3,5,1,5,1,5,5,5,1,2,4,5,5,2,1,2,1,4,4,5,3,5,4,4,1,2,1,5,1,2,5,5,2,5,5,4,3,3,1,3,2,5,5,4,1,1,2,1958,1,1,2,1,1,6,2,7,42,"19154",1,5,1,2,1,4,2,2,7,2018-06-09 18:33:34,2018-06-09 18:46:16
392222016,0.865131364172634,4,4,1,4,4,2,4,2,2,1,2,4,4,4,2,3,4,4,2,1,1,4,2,3,4,3,2,2,5,3,2,4,2,3,3,2,2,2,4,4,2,2,1,2,3,4,2,2,4,4,2,2,2,3,2,2,2,2,5,5,4,2,1,4,4,4,2,2,5,4,2,3,2,2,2,4,2,2,4,4,4,4,2,4,4,3,2,2,2,4,3,3,2,2,3,4,2,2,5,5,1957,1,1,2,1,1,3,1,2,49,"84721",2,3,2,7,11,6,2,3,6,2018-06-09 18:41:21,2018-06-09 18:49:34
392181156,7.00266101118425,4,1,3,4,4,4,3,2,1,4,4,3,4,2,3,3,2,1,4,1,4,3,3,3,4,4,3,2,4,1,3,2,3,3,4,4,2,2,2,1,3,2,3,4,4,4,4,2,2,2,3,3,3,2,4,5,4,2,4,2,5,3,3,2,5,5,4,2,3,2,3,2,2,4,4,4,4,3,3,2,4,1,4,4,4,4,4,2,3,2,3,1,5,2,4,5,4,4,3,2,1964,1,3,2,1,2,97,3,4,12,"33195",2,6,4,7,2,4,2,2,3,2018-06-09 17:47:35,2018-06-09 18:50:17
392160774,0.994559054329349,2,4,3,3,4,3,3,3,1,2,2,3,3,4,1,1,3,2,2,1,1,3,2,2,4,4,3,3,5,4,3,2,1,5,3,2,2,3,4,3,2,1,1,5,3,3,2,1,4,4,1,3,1,3,3,4,3,4,5,4,4,3,1,2,3,5,1,3,4,2,1,4,2,5,2,3,2,2,4,4,3,2,3,3,4,1,3,2,5,4,1,3,1,5,4,2,2,2,4,4,1975,1,1,5,1,1,4,3,4,47,"37860",1,4,2,2,11,5,1,3,6,2018-06-09 13:55:33,2018-06-09 18:50:25
392241295,0.495503254051486,4,2,2,4,5,5,2,1,1,1,4,2,5,4,4,3,3,2,5,1,4,2,4,1,3,3,4,3,4,2,5,1,4,4,5,4,2,1,4,1,3,1,2,3,4,4,4,1,4,1,3,2,3,1,4,4,4,2,4,3,5,2,2,1,5,5,5,2,5,1,4,4,4,4,3,4,4,1,2,2,4,2,2,2,5,4,4,2,3,2,4,1,2,1,4,5,4,1,4,1,1981,1,1,4,3,1,6,4,4,48,"77479-1680",1,3,1,3,3,2,2,1,1,2018-06-09 18:40:43,2018-06-09 18:51:11
392194026,0.951192081845592,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,3,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,1,1,1,1965,1,1,2,1,1,10,2,7,36,"13077",1,1,1,2,1,6,2,1,3,2018-06-09 18:43:56,2018-06-09 18:51:34
392242672,0.739844451418183,5,1,3,2,4,4,5,3,1,4,5,3,5,3,4,5,2,2,3,1,4,4,5,5,4,5,5,2,3,3,5,3,4,1,5,5,5,3,3,5,4,1,3,3,4,5,4,1,4,3,3,3,5,5,5,4,4,1,5,5,5,3,4,2,5,5,4,3,4,3,3,3,5,1,5,4,4,3,3,1,5,2,4,3,4,5,4,3,1,4,5,1,4,3,4,5,5,5,4,4,1978,2,3,3,1,7,6,1,2,6,"92020",1,4,3,7,1,4,1,2,1,2018-06-09 18:36:25,2018-06-09 18:54:06
392238498,0.752348310504917,4,4,3,1,3,3,1,3,1,3,4,2,3,4,3,2,2,3,4,2,2,4,4,2,4,4,4,2,5,1,3,3,3,1,3,3,3,2,3,3,3,4,3,5,3,3,5,3,3,3,1,5,2,1,3,4,4,3,3,3,5,2,3,3,4,3,3,2,3,1,5,1,3,1,3,3,3,2,3,1,4,2,3,3,4,3,5,1,3,3,5,2,3,1,3,1,4,3,3,3,1977,1,1,3,5,1,5,4,5,29,"63964",1,5,1,2,11,5,2,2,6,2018-06-09 18:27:57,2018-06-09 18:58:24
392139674,1.11403824125357,5,1,3,2,4,4,3,2,1,5,5,2,4,3,4,3,2,1,4,1,4,1,4,3,3,4,5,4,1,1,5,1,4,1,3,5,5,1,1,1,3,1,4,3,4,4,3,3,1,1,2,3,3,3,4,3,4,3,3,3,4,1,3,3,4,5,5,1,1,1,4,1,3,1,4,4,3,2,2,1,3,3,5,3,5,4,4,3,2,2,4,1,5,5,4,4,3,2,1,1,1931,2,1,2,4,5,3,2,6,6,"94533",1,3,2,2,2,5,2,2,1,2018-06-09 01:33:36,2018-06-09 19:03:30
392245786,0.777941875619344,4,3,5,2,4,2,2,2,4,4,5,1,2,2,2,4,2,2,4,3,5,5,5,3,2,4,5,1,3,1,4,4,2,3,4,2,1,1,2,3,4,2,4,3,4,4,2,1,2,3,3,1,4,2,4,3,3,2,3,4,4,3,4,1,4,5,2,1,1,3,5,2,4,2,2,3,2,1,2,1,5,5,5,1,5,4,4,1,1,2,3,1,4,1,2,3,5,2,2,1,1983,2,2,3,1,7,97,1,2,17,"60104-2240",1,1,2,1,11,4,2,2,1,2018-06-09 19:11:45,2018-06-09 19:23:59
392244339,0.495503254051486,3,4,3,3,4,3,3,4,3,2,3,5,3,4,3,3,4,5,1,3,4,5,2,3,4,4,2,4,3,3,4,2,2,3,3,3,1,3,3,5,3,3,2,3,3,4,2,3,5,3,3,4,4,2,3,2,3,3,4,5,3,4,3,2,3,4,1,2,5,4,4,5,3,3,4,4,3,3,4,4,2,5,2,3,5,3,3,3,4,4,3,3,3,2,3,4,3,4,3,4,1984,1,1,3,5,1,6,4,4,55,"53188-2812",1,6,1,3,1,4,1,2,2,2018-06-09 19:13:19,2018-06-09 19:24:41
392186038,0.833409274256393,1,5,1,1,3,3,1,4,4,3,4,4,1,5,3,1,5,5,1,3,1,5,1,1,2,5,1,3,2,1,5,4,1,3,3,2,5,3,3,5,4,4,1,5,3,4,1,1,5,5,1,3,4,1,4,1,1,3,5,5,5,4,1,4,5,4,1,4,4,4,4,3,4,1,3,4,1,3,4,5,4,5,1,3,5,4,1,3,5,5,5,4,4,1,4,4,5,5,3,5,1972,1,1,2,1,1,4,2,7,13,"30337",1,5,1,2,11,5,1,2,6,2018-06-09 17:14:47,2018-06-09 19:25:33
392245988,0.818699337072239,3,3,3,2,4,4,3,1,2,4,4,3,4,2,4,2,3,2,4,2,4,3,4,3,4,4,4,1,3,1,4,2,3,3,4,4,1,2,3,2,5,1,3,3,3,4,2,2,5,2,3,2,4,3,4,3,3,2,4,3,4,1,3,3,2,5,2,1,2,3,3,3,4,2,4,4,2,2,3,2,3,2,3,2,4,4,3,2,3,3,3,1,4,2,3,4,5,3,3,2,1981,2,2,3,5,1,3,2,6,12,"33027",1,4,3,2,1,2,1,2,3,2018-06-09 19:18:51,2018-06-09 19:38:10
392241098,0.882184044372456,5,1,4,1,5,5,1,1,1,5,5,2,5,2,4,4,2,2,2,3,5,2,5,2,4,4,5,1,1,1,5,1,5,3,5,5,4,2,1,1,5,2,4,3,5,5,4,2,3,1,4,1,5,1,5,4,4,2,2,4,5,1,3,2,5,5,4,1,1,1,5,2,5,1,3,5,5,1,1,1,5,1,5,3,5,4,4,1,1,1,5,1,5,1,4,5,5,2,3,2,1977,2,3,4,5,1,8,1,2,34,"07024-7057",1,2,2,1,2,5,2,4,6,2018-06-09 19:14:50,2018-06-09 19:47:01
392227083,0.843542179714385,5,2,4,4,4,1,2,5,1,1,1,5,2,4,4,5,5,4,2,5,5,5,5,1,4,2,4,4,5,5,5,5,1,4,2,5,1,2,5,5,4,5,5,3,5,5,2,4,5,1,3,4,4,1,4,1,4,4,4,5,5,5,4,1,4,2,2,2,5,5,4,4,5,1,1,4,4,4,2,5,5,4,2,5,3,1,4,4,4,5,4,2,2,2,4,4,1,5,5,1,1978,1,1,4,5,7,1,4,4,24,"21225",1,6,4,1,11,6,2,4,7,2018-06-09 19:40:31,2018-06-09 19:54:01
392246835,1.16695970634508,3,2,3,1,4,2,1,2,2,2,2,2,1,3,3,3,2,2,1,2,1,2,3,2,2,2,3,3,2,2,1,2,1,1,3,3,2,1,2,2,2,3,2,3,1,2,1,1,2,2,5,1,2,3,3,4,2,4,2,1,2,2,3,2,3,1,3,1,1,3,3,3,3,4,2,2,2,3,2,2,3,1,2,3,3,5,2,3,4,3,2,1,2,2,4,3,1,2,3,2,1980,1,3,4,1,1,6,1,1,34,"08901-1635",1,1,3,1,2,2,2,2,3,2018-06-09 19:52:28,2018-06-09 19:56:59
392203248,0.762843871882229,4,2,1,4,4,4,5,5,1,3,1,5,4,4,3,4,5,1,2,4,5,4,3,5,3,4,1,5,1,5,5,1,4,5,3,3,1,5,1,5,2,1,1,3,2,5,4,1,3,5,3,1,1,5,3,4,4,4,5,5,3,2,1,5,2,4,1,5,2,5,5,3,4,3,4,4,3,5,4,5,5,3,3,1,2,4,4,4,4,5,4,1,3,2,1,4,1,5,3,4,1980,2,1,2,3,6,4,3,4,48,"77535-5205",1,2,2,2,1,3,1,1,1,2018-06-09 15:47:14,2018-06-09 20:03:47
392241290,0.714894014555183,3,5,2,3,2,2,2,4,3,1,1,4,3,4,2,3,4,4,2,3,2,4,3,3,1,4,4,4,4,4,3,4,3,4,3,3,1,4,4,5,2,1,1,1,2,3,2,3,4,4,4,3,1,3,3,3,2,4,4,5,3,2,2,3,2,4,2,4,5,4,2,3,1,3,2,3,2,3,4,4,3,3,2,1,2,2,2,5,5,5,3,4,2,3,2,3,1,4,4,4,1983,1,1,3,6,4,1,1,2,39,"44077-3157",1,3,2,1,11,6,2,4,7,2018-06-09 19:44:10,2018-06-09 20:04:46
392189398,0.68427832045994,4,4,2,3,4,2,3,2,4,4,3,3,4,3,4,3,4,3,2,3,4,4,4,2,4,3,3,3,3,3,4,4,3,3,4,4,2,3,2,3,4,3,2,3,4,4,2,2,4,2,3,3,4,3,4,2,3,2,4,4,4,3,4,2,4,4,2,2,2,4,4,2,4,3,4,3,2,2,3,4,4,4,2,2,4,3,4,2,2,3,3,4,4,3,4,4,3,3,4,4,1985,1,1,3,2,4,9,3,4,37,"28540",1,6,2,7,11,6,2,4,7,2018-06-09 19:44:53,2018-06-09 20:07:29
392249073,0.698422476746745,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1987,2,5,2,5,1,3,1,1,6,"59873",2,3,3,7,9,3,2,3,4,2018-06-09 20:02:40,2018-06-09 20:12:19
392129860,0.88773653272595,2,3,3,4,4,4,3,3,1,5,3,2,4,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,2,1,4,3,3,2,4,4,3,3,2,1,2,2,4,3,2,4,3,3,3,2,3,3,3,3,4,4,3,3,3,2,3,3,3,2,3,4,2,3,2,2,3,3,3,2,3,3,2,3,3,3,3,3,5,3,3,3,4,3,2,3,3,3,3,3,3,3,5,3,2,2,1973,1,1,3,5,2,2,2,7,17,"60613",1,6,2,2,2,6,2,4,7,2018-06-09 20:07:40,2018-06-09 20:14:04
392247161,0.643546663920562,4,4,4,4,5,4,4,5,5,3,4,5,4,5,3,5,4,2,5,5,5,5,5,4,4,4,4,3,4,1,4,4,5,5,5,5,5,3,5,4,4,5,4,5,4,3,4,2,5,4,4,4,3,4,5,5,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,4,5,4,4,4,5,4,4,5,3,4,4,3,4,5,4,4,5,4,4,5,5,3,5,3,4,5,1994,2,8,4,4,1,16,1,2,36,"12449",2,4,3,7,1,1,1,1,1,2018-06-09 20:18:01,2018-06-09 20:22:19
392209744,0.843542179714385,5,2,4,1,4,4,1,4,2,4,4,4,2,4,4,5,4,4,2,4,5,5,4,1,2,5,4,4,4,4,5,3,4,1,4,4,2,4,4,4,4,4,5,1,4,5,2,2,4,4,3,4,4,1,2,4,2,4,5,5,5,4,4,4,4,5,1,4,4,4,5,2,5,1,2,5,2,4,4,4,4,5,4,1,5,4,4,4,1,4,5,4,4,5,4,4,4,5,4,4,1979,1,1,3,5,1,9,5,8,34,"08610",1,1,1,1,7,6,2,3,1,2018-06-09 20:14:23,2018-06-09 20:24:54
392124514,0.590642785281836,5,5,1,1,4,4,1,1,5,1,4,5,4,5,4,5,5,4,1,4,1,5,4,1,1,4,1,4,5,5,5,4,2,1,4,4,1,5,1,5,1,1,1,1,3,2,4,5,5,5,5,5,1,1,1,4,1,5,5,5,4,1,1,1,1,4,1,5,5,5,5,1,1,1,4,4,1,4,5,5,5,5,1,1,5,2,2,5,2,5,5,4,1,1,2,5,1,1,5,4,1991,2,6,3,5,4,97,1,2,6,"95340",1,2,4,4,10,6,2,4,7,2018-06-09 20:18:17,2018-06-09 20:25:51
392192231,0.714894014555183,4,3,1,2,4,2,4,2,1,1,2,2,2,5,4,2,4,5,4,2,2,4,2,2,2,4,4,4,5,4,5,2,2,2,3,1,4,2,3,4,2,2,1,1,2,4,2,2,5,4,4,2,1,5,3,2,4,3,5,4,4,2,1,1,4,4,2,2,5,1,4,3,2,1,1,3,2,3,4,2,4,2,1,2,5,2,4,4,4,4,5,2,1,2,4,3,2,3,5,1,1975,1,1,3,1,1,4,1,1,41,"97220",1,2,1,1,10,6,2,4,7,2018-06-09 20:16:00,2018-06-09 20:26:39
392251626,0.714894014555183,5,4,2,3,4,4,4,2,5,4,4,5,4,5,4,3,4,3,3,5,5,4,5,4,4,4,2,2,3,4,3,4,4,4,5,4,4,5,5,5,4,4,4,5,5,3,4,2,4,4,4,4,4,5,5,3,4,5,5,4,4,5,4,5,4,4,3,2,4,4,3,5,3,2,5,3,5,4,3,5,3,4,4,4,5,4,5,4,4,4,4,3,4,3,4,3,3,3,4,3,1982,1,1,4,1,2,10,1,1,6,"91604",1,1,1,1,8,2,1,1,2,2018-06-09 20:22:55,2018-06-09 20:27:37
392249087,0.739844451418183,3,5,1,3,4,5,3,2,1,4,4,2,3,4,4,2,2,3,4,1,3,1,4,2,4,5,4,2,4,2,4,2,4,4,4,4,3,1,3,2,3,1,3,1,4,5,1,2,3,2,1,2,3,3,4,5,5,1,5,3,5,1,1,2,5,5,3,1,4,2,5,2,4,2,5,4,4,1,3,2,4,3,4,1,4,4,5,1,3,3,4,1,3,2,5,5,4,2,3,1,1978,2,3,4,5,1,2,1,2,4,"85742",2,4,4,7,2,4,2,2,3,2018-06-09 20:03:06,2018-06-09 20:50:42
392205116,0.495503254051486,4,2,1,3,5,4,3,4,2,4,4,3,4,4,4,4,2,4,4,2,3,2,5,4,4,4,5,4,3,2,5,1,4,2,4,4,3,3,3,2,4,3,3,1,5,5,4,2,4,1,5,3,3,2,4,4,4,2,5,1,5,3,1,3,4,4,4,3,4,4,3,2,2,1,4,4,4,2,4,3,5,3,3,1,4,4,4,4,2,3,5,1,4,3,4,5,4,4,5,3,1985,1,1,3,6,1,4,3,3,55,"53132",1,1,1,4,2,4,2,2,1,2018-06-09 20:40:21,2018-06-09 20:56:09
392224850,0.683265901087592,5,5,3,1,4,3,3,4,2,2,3,4,4,4,3,4,5,4,1,1,2,4,2,5,4,3,3,4,5,3,4,3,3,1,4,3,2,3,4,4,2,3,2,1,3,4,1,3,4,5,5,3,2,1,4,3,3,3,4,5,4,3,1,2,4,4,4,3,5,5,2,3,2,1,2,3,2,3,3,4,4,4,2,1,4,2,3,3,5,4,4,3,2,3,4,4,2,4,5,4,1982,1,6,3,5,1,4,1,1,53,"99336",1,1,1,1,2,4,2,3,6,2018-06-09 16:43:47,2018-06-09 21:44:01
392190601,0.899923292681412,4,2,3,3,5,4,3,2,1,4,4,1,3,3,4,1,2,3,4,1,4,4,4,3,5,5,1,1,4,1,4,4,4,1,4,5,4,3,3,2,4,1,4,4,5,4,5,1,4,1,1,1,3,2,5,2,5,1,4,4,5,1,3,4,5,5,1,3,2,1,4,1,4,1,1,4,5,1,4,1,5,1,4,3,1,4,4,2,1,2,4,1,4,2,5,4,4,1,4,1,1959,2,2,2,5,7,2,2,7,36,"10452",1,4,1,2,1,2,2,1,2,2018-06-09 18:57:17,2018-06-09 21:50:39
392208860,0.752348310504917,4,2,4,4,5,5,1,3,1,3,3,4,4,2,4,3,3,2,3,1,3,1,3,1,5,5,5,1,3,3,4,1,3,2,5,3,2,1,2,3,5,1,4,5,5,5,4,1,1,1,1,2,3,2,5,5,4,1,3,4,5,1,2,1,5,4,4,1,2,1,4,1,3,1,3,5,4,1,1,4,4,4,4,1,5,4,4,2,4,2,5,1,4,2,5,4,2,1,1,2,1982,1,1,3,1,1,9,2,6,8,"80210",1,4,1,2,1,6,2,4,7,2018-06-09 21:40:08,2018-06-09 22:04:22
392255812,0.758918209216831,4,1,2,1,5,4,2,1,1,5,4,1,5,2,4,3,1,2,5,3,4,1,5,1,4,5,4,1,4,1,4,1,5,1,5,5,5,1,4,1,2,1,4,2,3,5,5,1,2,2,4,1,4,2,4,4,5,1,4,3,5,1,3,1,5,5,5,1,2,1,4,1,3,1,4,5,4,1,2,1,5,4,5,3,5,4,4,1,1,2,5,1,4,1,4,5,4,1,1,1,1987,2,3,4,1,1,3,1,1,12,"32244",1,2,1,1,2,3,2,1,3,2018-06-09 21:54:26,2018-06-09 22:17:03
392244317,0.804402766546336,4,5,1,3,4,4,3,1,1,1,4,1,3,5,4,1,2,1,3,3,2,3,3,3,4,3,4,4,5,1,3,1,2,3,5,3,4,3,5,3,3,1,1,1,3,4,3,3,4,2,1,1,1,3,4,4,5,1,5,3,3,1,1,3,5,5,3,3,5,2,1,1,3,3,3,4,3,2,4,1,3,3,3,1,4,3,4,3,4,2,3,1,1,2,5,5,5,1,5,2,1993,2,1,2,5,2,97,5,4,42,"15846",2,6,4,7,11,5,1,2,5,2018-06-09 22:02:59,2018-06-09 22:18:53
392094766,0.68427832045994,3,3,3,1,4,5,3,3,1,3,5,1,5,5,4,3,3,2,3,1,3,2,4,2,3,4,5,4,5,1,4,1,4,1,4,3,4,2,4,1,3,1,3,3,3,5,4,1,3,1,3,3,1,1,3,4,3,3,5,4,4,1,3,2,4,5,3,2,3,1,4,1,3,1,4,5,3,1,3,1,4,1,5,1,4,5,5,2,3,2,5,1,3,3,4,5,4,2,3,2,1976,1,1,3,5,4,9,1,2,32,"89074",1,3,2,7,2,4,2,2,3,2018-06-09 22:02:39,2018-06-09 22:23:15
392258322,0.784234785640884,4,1,2,5,5,5,3,1,1,5,4,3,3,3,4,3,4,3,4,3,4,3,5,3,4,4,5,2,1,1,4,1,3,5,4,5,3,2,1,3,2,1,1,3,4,5,4,1,3,3,3,1,3,3,4,4,5,1,5,5,5,1,3,3,4,5,4,1,2,2,4,3,4,4,5,5,4,1,3,2,5,3,4,3,5,3,4,3,2,3,4,1,5,4,4,5,4,1,1,2,1992,2,1,4,1,1,97,2,7,13,"30810",1,6,7,2,1,2,1,1,1,2018-06-09 22:17:15,2018-06-09 22:25:50
392246898,0.744626125308215,4,1,2,2,4,5,3,3,2,5,4,4,4,4,2,5,3,2,2,1,5,4,5,2,4,5,5,2,4,2,5,1,5,5,4,5,2,2,4,2,5,2,4,3,4,5,2,2,3,2,4,3,3,2,4,4,4,2,1,5,5,3,4,2,4,5,2,1,3,5,4,1,4,3,4,5,2,1,3,2,5,5,4,1,5,4,4,1,1,4,4,1,4,1,5,5,4,3,1,2,1982,2,2,4,6,1,5,1,1,13,"31705",1,1,1,7,11,1,1,2,1,2018-06-09 22:18:25,2018-06-09 22:26:16
392112412,0.930534696990782,4,2,4,5,5,3,4,2,1,5,5,1,4,2,5,2,2,1,3,1,3,3,4,2,5,4,5,3,1,1,5,2,5,4,5,4,5,2,1,1,4,2,4,5,5,4,3,1,1,1,1,2,4,4,5,4,3,1,3,1,4,3,4,2,5,5,3,1,1,1,4,3,5,3,5,4,3,1,1,1,4,3,5,3,5,3,4,1,1,1,4,3,5,2,5,4,4,1,2,1,1969,1,1,6,1,1,7,2,7,39,"43943",1,5,1,2,1,1,1,1,1,2018-06-08 22:57:46,2018-06-09 22:30:17
392258462,0.882184044372456,4,5,4,1,4,4,4,4,1,4,4,2,4,2,4,2,4,2,4,2,4,4,5,4,4,5,4,2,2,1,4,2,4,5,4,5,3,2,2,2,4,2,4,4,3,5,4,4,4,2,2,2,4,2,2,1,2,2,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,1,4,4,2,2,4,2,5,4,4,5,5,4,3,4,2,4,2,2,4,4,4,2,5,2,4,4,1976,2,3,4,5,1,3,1,1,34,"08302",1,4,1,1,1,2,1,2,3,2018-06-09 22:24:46,2018-06-09 22:38:24
392172114,0.752348310504917,4,4,1,5,3,4,5,4,1,3,1,5,3,5,1,1,5,4,1,1,2,4,3,2,3,4,1,5,5,5,3,2,1,5,1,4,1,5,2,5,3,1,1,5,3,4,1,4,4,5,1,3,1,3,3,2,1,4,5,5,4,2,1,2,2,4,1,5,5,5,3,1,1,5,4,4,1,4,5,5,4,3,1,3,4,2,1,2,4,5,3,2,1,2,2,4,1,4,3,5,1979,1,1,3,5,1,3,2,7,55,"53220",1,4,1,2,1,6,1,1,3,2018-06-09 05:04:13,2018-06-09 22:52:16
392221523,0.693839940513005,5,1,5,1,5,5,1,1,1,5,5,1,5,1,5,1,1,5,4,1,5,5,5,5,5,5,5,1,1,1,5,5,5,1,5,5,5,1,1,1,1,1,5,4,5,5,5,1,5,1,5,1,5,1,4,1,3,1,5,1,5,1,5,1,5,5,5,1,1,5,1,1,5,1,5,5,2,1,1,2,5,5,3,1,5,4,5,1,1,1,1,1,5,1,5,1,5,1,1,5,1977,2,2,4,1,1,7,2,7,47,"38126-0304",1,2,1,2,11,1,1,1,1,2018-06-09 22:50:45,2018-06-09 23:00:23
392204591,0.779648766608981,5,5,4,5,3,4,5,5,4,3,3,5,4,3,3,5,4,5,3,4,4,5,4,5,5,4,3,4,4,3,5,4,5,4,3,4,5,5,4,4,4,4,4,5,5,5,3,4,3,3,4,4,4,5,5,4,4,5,4,4,4,3,4,3,2,5,5,4,3,3,3,4,5,4,4,3,4,4,4,4,5,4,4,5,5,4,4,4,5,5,5,4,5,5,5,3,4,3,4,5,1986,2,3,4,1,4,4,1,1,53,"99206-4799",1,3,2,7,11,6,2,4,6,2018-06-09 22:34:21,2018-06-09 23:06:09
391753444,0.903794496599041,4,2,3,1,5,4,2,1,1,4,5,1,4,2,5,4,1,1,1,1,4,4,5,1,5,5,4,3,3,1,5,1,5,1,5,5,5,2,2,2,4,3,5,5,4,5,5,1,2,2,1,1,4,1,5,4,2,1,3,2,4,2,2,1,5,5,2,1,1,2,4,2,5,1,5,5,5,1,2,1,5,2,5,3,4,4,5,1,2,2,5,1,4,1,5,5,4,1,2,1,1952,2,1,6,1,5,8,3,4,4,"85375",1,4,1,2,1,2,2,2,1,2018-06-08 21:07:00,2018-06-09 23:14:46
392238404,0.978785703493255,5,5,4,5,4,4,5,5,2,1,4,4,4,4,4,4,4,2,2,3,2,4,2,3,4,2,4,2,4,2,4,2,4,4,2,4,4,2,2,4,4,NA,2,5,NA,4,1,2,4,4,1,4,2,3,5,4,1,1,5,2,4,2,2,5,4,4,2,2,4,4,2,5,2,5,4,4,4,1,1,4,2,3,4,2,4,2,NA,NA,4,NA,2,2,2,NA,NA,4,4,4,4,2,1978,1,1,2,4,6,2,2,7,39,"44035",1,5,1,2,9,6,2,4,7,2018-06-09 23:05:26,2018-06-09 23:15:53
